Name,Set code,Language,Quantity
Uncontrollable Anger,CHK,de,2
Unearthly Blizzard,CHK,de,1
Unforge,DST,de,1
Unholy Strength,9ED,de,1
Unnatural Speed,CHK,de,1
Unsummon,FDN,de,5
Ur-Golem's Eye,C14,de,3
Urza's Armor,8ED,de,1
Urza's Tower,M3C,de,1
Utopia Mycon,TSR,de,1
Utopia Sprawl,RVR,de,2
Utvara Scalper,CLU,de,2
Vacuumelt,DDJ,de,1
Valor Made Real,CNS,de,1
Vanquish,5DN,de,1
Vedalken Dismisser,MMA,de,1
Vedalken Engineer,NEC,de,2
Vedalken Entrancer,M13,de,1
Vedalken Plotter,CMD,de,1
Veil of Birds,USG,de,1
Veil of Secrecy,BOK,de,1
Veiling Oddity,TSR,de,1
Venerable Kumo,CHK,de,3
Venerable Monk,DVD,de,3
Vengeance,9ED,de,2
Verdant Eidolon,DIS,de,4
Vertigo Spawn,CN2,de,1
Vesper Ghoul,DIS,de,2
Veteran Armorer,RAV,de,1
Veteran Cavalier,9ED,de,2
Vex,DST,de,2
Viashino Outrider,USG,de,1
Viashino Slasher,RAV,de,1
Vicious Betrayal,5DN,de,1
Vigean Hydropon,DIS,de,1
Vigilance,CHK,de,3
Vigor Mortis,GK1,de,1
Villainous Ogre,CHK,de,1
Vine Kami,CHK,de,2
Viridian Acolyte,DST,de,2
Viridian Joiner,MRD,de,1
Viridian Longbow,AFC,de,1
Viridian Shaman,DDU,de,1
Vision Skeins,E01,de,2
Vivid Marsh,C17,de,1
Vizzerdrix,9ED,de,2
Volcanic Hammer,9ED,de,1
Vorrac Battlehorns,MRD,de,1
Votary of the Conclave,RAV,de,2
Vulshok Berserker,DDI,de,1
Vulshok Gauntlets,2XM,de,1
Vulshok Morningstar,DDI,de,2
Wakestone Gargoyle,CNS,de,1
Waking Nightmare,MM2,de,1
Walker of Secret Ways,PCA,de,1
Wall of Spears,DPA,de,1
Wandering Ones,CHK,de,3
Wear Away,CHK,de,2
Wee Dragonauts,GRN,de,3
Well of Lost Dreams,C21,de,1
Whip-Spine Drake,TSR,de,1
Whiptail Moloch,DIS,de,2
Whirlpool Whelm,CMD,de,1
Whispersilk Cloak,10E,de,2
Wicker Warcrawler,SHM,de,1
Wild Cantor,GPT,de,1
Wild Pair,PLC,de,1
Wind Drake,9ED,de,7
Wind Sail,S99,de,1
Wings of Aesthir,CST,de,2
Wings of Velis Vel,MM2,de,1
Winnower Patrol,MOR,de,1
Wirefly Hive,DST,de,1
Witch-Maw Nephilim,GPT,de,1
Withstand,GPT,de,1
Wizard Replica,HOP,de,1
Woeleecher,SHM,de,1
Wojek Embermage,RAV,de,1
Woodwraith Strangler,RAV,de,1
Word of Command,2ED,de,1
Wrap in Vigor,CNS,de,1
Wrecking Ball,GK2,de,2
Wrench Mind,IMA,de,1
Writ of Passage,DIS,de,3
Yamabushi's Flame,CHK,de,3
Yamabushi's Storm,CHK,de,1
Yavimaya Enchantress,9ED,de,1
Yotian Soldier,BBD,de,2
Zephyr Spirit,RAV,de,1
Zo-Zu the Punisher,CHK,de,1
Zoetic Cavern,MKC,de,1
Zur's Weirding,9ED,de,1
Zuran Spellcaster,CST,de,2
